pair cog distance kmc [A], x2, pair nad distance [A], x3, Vc (QP) [eV], d-m corr [eV], total Vc [eV]
8.487022341681545,8.487022341681545,2.0596023888119777,2.0596023888119777,-0.9147262000187766,0.2208320624429918,-0.6938941375757848
6.939879600239549,6.939879600239549,2.451004079963959,2.451004079963959,-0.9159720499665127,0.2217017330631805,-0.6942703169033322
7.351905442363462,7.351905442363462,2.3722025630202874,2.3722025630202874,-0.8881315500802884,0.22148348360316988,-0.6666480664771186
14.8302804705361,14.8302804705361,2.1619440325780848,2.1619440325780848,-0.6914234499490703,0.21599928926190498,-0.47542416068716536
7.384728863087482,7.384728863087482,2.2373408323275177,2.2373408323275177,-0.9258996000389743,0.22146565969965518,-0.7044339403393192
6.581490494307617,6.581490494307617,2.0942287363132057,2.0942287363132057,-0.9124918499946943,0.22188321308758663,-0.6906086369071077
14.629512435176807,14.629512435176807,3.476744454227259,3.476744454227259,-0.528148500045063,0.2161813278295839,-0.3119671722154791
9.787144391843185,9.787144391843185,2.181139381149227,2.181139381149227,-0.8478404500383476,0.21999980722268855,-0.6278406428156591
6.515077131333235,6.515077131333235,2.2819331716770335,2.2819331716770335,-0.9524212501091824,0.22191802733126287,-0.7305032227779196
28.403592170686302,28.403592170686302,13.22391700669662,13.22391700669662,-0.4001446499132726,0.20092243205306837,-0.19922221786020422
6.751694352242039,6.751694352242039,2.0532634998947423,2.0532634998947423,-0.9406775500137883,0.22179800250946874,-0.7188795475043195
15.144071000024065,15.144071000024065,7.745316584878891,7.745316584878891,-0.526379000115412,0.21571750795215786,-0.3106614921632542
8.56791683440054,8.56791683440054,2.4214681496976294,2.4214681496976294,-0.898705049934506,0.22078291388092797,-0.677922136053578
13.23550321908851,13.23550321908851,2.3973702258933463,2.3973702258933463,-0.6524303499245434,0.21738653602184901,-0.4350438139026944
10.895951818656485,10.895951818656485,2.0590621651616052,2.0590621651616052,-0.6986910999257816,0.21922132576766004,-0.47946977415812153
24.353455997857186,24.353455997857186,14.707800175417123,14.707800175417123,-0.42101005000586156,0.2059355993702002,-0.21507445063566136
8.336930735635462,8.336930735635462,2.408120844143837,2.408120844143837,-0.8244871999741008,0.2209225874184216,-0.6035646125556792
7.449639941391234,7.449639941391234,1.9288732462243299,1.9288732462243299,-0.9505220499704592,0.22143022268167922,-0.72909182728878
5.429163650537019,5.429163650537019,2.3244855344785442,2.3244855344785442,-1.035360250112717,0.2224130974013447,-0.8129471527113723
6.625725529425698,6.625725529425698,2.242980383329286,2.242980383329286,-0.9793600000266451,0.22186123775118743,-0.7574987622754576
8.503441532780865,8.503441532780865,2.130006807500872,2.130006807500872,-0.8181944501266116,0.22082211631321258,-0.597372333813399
31.17584829416875,31.17584829416875,18.947523241838233,18.947523241838233,-0.37324830013676547,0.19729233136956667,-0.1759559687671988
7.0370113484244055,7.0370113484244055,2.0098126778384082,2.0098126778384082,-0.9885570000624284,0.22165120299921054,-0.7669057970632178
20.454475584006545,20.454475584006545,11.441510826809541,11.441510826809541,-0.4989996500698908,0.2103858010409985,-0.2886138490288923
9.166253166964083,9.166253166964083,2.492753698222124,2.492753698222124,-0.741912249908637,0.22040811837341245,-0.5215041315352246
21.187005863238266,21.187005863238266,8.664007733145203,8.664007733145203,-0.4972701499464165,0.20958066383965365,-0.2876894861067628
8.968659426667086,8.968659426667086,2.2763404841982626,2.2763404841982626,-0.7728749500020058,0.22053407360341246,-0.5523408763985933
17.369089728774608,17.369089728774608,9.180352062965776,9.180352062965776,-0.5051381499470153,0.2135982173492094,-0.291539932597806
8.515537291051604,8.515537291051604,2.3994174292940427,2.3994174292940427,-0.8816490999888629,0.22081477951509665,-0.6608343204737662
12.284370980589607,12.284370980589607,6.138659544232749,6.138659544232749,-0.6266545499238418,0.2181622424734583,-0.40849230745038356
