pair distance kmc [A],coulomb binding energy [eV]
2.013408899307251,-0.2546464204788208
1.7268288135528564,-0.3878851532936096
1.8038264513015747,-0.3878851532936096
1.8066680431365967,-0.3878851532936096
1.6097378730773926,-0.3631676137447357
2.22756028175354,-0.2734982967376709
2.472553253173828,-0.22680296003818512
2.4971425533294678,-0.22680296003818512
1.1127326488494873,-0.5464397668838501
1.3894078731536865,-0.46066635847091675
1.7094120979309082,-0.33760136365890503
1.1649140119552612,-0.47752898931503296
2.7484352588653564,-0.2619285583496094
2.8484177589416504,-0.2619285583496094
1.237781047821045,-0.43566641211509705
2.2544291019439697,-0.252380907535553
1.7673249244689941,-0.3878851532936096
1.7030644416809082,-0.3354151248931885
1.8393255472183228,-0.3047480285167694
1.8749682903289795,-0.3047480285167694
1.91013765335083,-0.30479082465171814
2.4115805625915527,-0.22680296003818512
2.107093095779419,-0.2721828818321228
1.392984390258789,-0.3542802929878235
1.8092297315597534,-0.3878851532936096
1.288671612739563,-0.4184248447418213
1.745867133140564,-0.3878851532936096
2.21440052986145,-0.25214362144470215
1.5502320528030396,-0.38309451937675476
0.9380308985710144,-0.5752130150794983
2.7436413764953613,-0.2619285583496094
2.7243032455444336,-0.21262940764427185
1.9623767137527466,-0.3061455190181732
1.6044834852218628,-0.36117491126060486
0.9781194925308228,-0.6056353449821472
0.9490082263946533,-0.5201030373573303
1.5613551139831543,-0.3621712625026703
2.5077691078186035,-0.22680296003818512
1.3929823637008667,-0.36210280656814575
1.9914685487747192,-0.3048763871192932
1.4546964168548584,-0.34644123911857605
1.332056999206543,-0.391828328371048
1.950673222541809,-0.3061312735080719
1.7039698362350464,-0.33377543091773987
2.262495279312134,-0.27515920996665955
1.16256844997406,-0.47108858823776245
1.839321494102478,-0.3047480285167694
1.7710471153259277,-0.3878851532936096
1.3534249067306519,-0.46692436933517456
2.6323680877685547,-0.21262940764427185
0.8822001218795776,-0.6287291646003723
2.0290565490722656,-0.30506375432014465
1.0726646184921265,-0.6011824607849121
1.6949199438095093,-0.38679200410842896
1.8544282913208008,-0.3047480285167694
1.8398362398147583,-0.3047480285167694
2.142167568206787,-0.256290465593338
2.2109670639038086,-0.2730237543582916
1.784542202949524,-0.3878851532936096
1.3748940229415894,-0.3902638256549835
1.9138387441635132,-0.3061455190181732
2.153352975845337,-0.27382692694664
1.0181748867034912,-0.6386650204658508
1.4054746627807617,-0.3308127820491791
