pair cog distance kmc [A], pair cog distance kmc [A], pair nad distance [A], pair nad distance [A], Vc (QP) [eV], d-m corr [eV], total Vc [eV]
8.728602176439319,8.728602176439319,2.277819571432294,2.277819571432294,-0.9069137999831582,0.3013128647272733,-0.6056009352558849
7.742976292481899,7.742976292481899,2.576742323166985,2.576742323166985,-0.9270436000497284,0.30261421621687085,-0.6244293838328576
4.9933521270581736,4.9933521270581736,2.2225429129715377,2.2225429129715377,-1.0782920500005275,0.30561289171103156,-0.772679158289496
6.771289839230337,6.771289839230337,3.588963778028419,3.588963778028419,-0.8883467499545077,0.30375309487273966,-0.5845936550817681
24.898952314662548,24.898952314662548,15.971916102960224,15.971916102960224,-0.5062460499902954,0.2680674531726237,-0.23817859681767173
5.723052826324959,5.723052826324959,2.607449903641488,2.607449903641488,-1.0024166500170395,0.30489663571631664,-0.6975200143007229
7.5907596767506185,7.5907596767506185,1.8272651695908857,1.8272651695908857,-1.064265949999026,0.30284295582298504,-0.7614229941760409
4.824324016837464,4.824324016837464,2.6187222074897547,2.6187222074897547,-1.0208091999847966,0.3057661481149894,-0.7150430518698072
4.422714459820344,4.422714459820344,2.496874245932301,2.496874245932301,-1.0916387500110432,0.3061127250638028,-0.7855260249472403
12.7082667940006,12.7082667940006,7.412424839416583,7.412424839416583,-0.6319382500532811,0.2948609564403541,-0.337077293612927
15.968710117292915,15.968710117292915,11.430935132350278,11.430935132350278,-0.6240498000224761,0.2886011294863604,-0.3354486705361157
17.43419988191581,17.43419988191581,8.71478054801152,8.71478054801152,-0.6156064499136846,0.2855453582207067,-0.3300610916929779
4.5643803815601816,4.5643803815601816,2.3419805720799713,2.3419805720799713,-1.0853709500406694,0.3059933322768196,-0.7793776177638498
9.685871808504144,9.685871808504144,2.496074918747427,2.496074918747427,-0.7660090500157821,0.29988517398713005,-0.4661238760286521
11.610072938303006,11.610072938303006,4.339075247100472,4.339075247100472,-0.6971569999986968,0.296770993747566,-0.40038600625113085
5.37189228315049,5.37189228315049,2.3809193602472183,2.3809193602472183,-1.0563976499761338,0.3052528527999675,-0.7511447971761663
15.02931017342859,15.02931017342859,6.819727853807645,6.819727853807645,-0.6283760499736673,0.29049004167960774,-0.3378860082940595
7.622681019329342,7.622681019329342,2.280170607651984,2.280170607651984,-0.9286710499691253,0.3027874206214746,-0.6258836293476506
6.26772641795987,6.26772641795987,2.2205416006010834,2.2205416006010834,-1.1096883999616693,0.3042668382489984,-0.805421561712671
5.984482692145872,5.984482692145872,2.091704807089167,2.091704807089167,-0.9879444999769476,0.30461337473152583,-0.6833311252454217
8.875944098013973,8.875944098013973,3.2035737856337936,3.2035737856337936,-0.7936504000117566,0.30110819807682987,-0.4925422019349267
12.500570493583485,12.500570493583485,5.363125581225928,5.363125581225928,-0.6516699000239896,0.2952311913390348,-0.3564387086849548
10.408950125169763,10.408950125169763,2.4599951219464007,2.4599951219464007,-0.9132725500148808,0.29876420838949524,-0.6145083416253856
22.09261949754477,22.09261949754477,15.328441962573995,15.328441962573995,-0.5246403499622829,0.27496759467333937,-0.24967275528894356
4.28330950009118,4.28330950009118,2.8947485210290713,2.8947485210290713,-1.0591685499566665,0.30622715447740584,-0.7529413954792608
6.849657996804833,6.849657996804833,3.080039285463737,3.080039285463737,-0.9784226499377837,0.30366176055507554,-0.6747608893827082
3.9703374205293427,3.9703374205293427,2.2831620617030253,2.2831620617030253,-1.0623037999921507,0.30647270655694886,-0.7558310934352019
8.800345128141343,8.800345128141343,2.975811485964805,2.975811485964805,-0.770118399965213,0.301213521542468,-0.46890487842274503
5.322741950155459,5.322741950155459,2.44416959313383,2.44416959313383,-1.0126994499660213,0.30530094380959777,-0.7073985061564236
4.263024762367392,4.263024762367392,2.3679890202448086,2.3679890202448086,-1.1440035500272643,0.3062435483750687,-0.8377600016521956
