pair distance kmc [A],Vc (QP) [eV], d-m corr [eV], total Vc [eV]
3.904197769318584,-1.1360398499873554,0.3045394133906307,-0.8315004365967247
17.361402549970265,-0.5952581499659573,0.2838516729624714,-0.3114064770034859
4.371895882161718,-1.1952485000638262,0.3041739840857093,-0.8910745159781169
4.553883782553887,-1.0587363500362699,0.3040224572858097,-0.7547138927504602
3.4440540707125598,-1.042493050052144,0.30485525303817884,-0.7376377970139653
6.5734642303175015,-1.0251138000603532,0.3020133165296247,-0.7231004835307285
4.558959255011646,-1.0753105500116362,0.304018158106262,-0.7712923919053742
26.236640163220933,-0.44507759995212837,0.2629471912212901,-0.18213040873083824
10.373767437866995,-0.7607923000232404,0.29688676679284715,-0.46390553323039324
7.201346988102476,-0.9954692500032252,0.3013401657824906,-0.6941290842207346
5.296437261327829,-1.0461335000854888,0.3033510497573692,-0.7427824503281195
6.203377946466178,-0.8754659999794967,0.30238394017334597,-0.5730820598061508
4.616081890707381,-1.0924860499726492,0.30396949867853224,-0.788516551294117
4.229105256122916,-1.2200000000520959,0.30428925044444155,-0.9157107496076543
7.126714153586103,-0.903423100058717,0.3013698589519166,-0.6020532411068004
12.243214930930122,-0.6990297499905864,0.2937658411128925,-0.4052639088776939
5.913306259181571,-1.0863752500245027,0.30272115577344705,-0.7836540942510557
7.754208312925838,-0.8612799999646086,0.3006411700673088,-0.5606388298972997
4.74038355198918,-1.0724780000236933,0.3038618480358468,-0.7686161519878465
11.378525737774835,-0.7698916500103223,0.2952373551566506,-0.4746542948536717
10.571321678973135,-0.733778399959192,0.2965728128428269,-0.43720558711636515
9.010258173876027,-0.8598107000707387,0.2989310473036588,-0.5608796527670799
5.381891451882095,-1.028255649973289,0.30326810550705496,-0.7249875444662341
7.662015643056791,-0.8566663999699813,0.30076882487350515,-0.5558975750964761
8.107689424021261,-0.8990644500026974,0.3001356877509371,-0.5989287622517603
21.95440474298873,-0.538391549978769,0.2735166002656376,-0.2648749497131314
8.880091324002947,-0.8630433999769593,0.29915427492691177,-0.5638891250500475
4.895653971928824,-1.069901149983707,0.3037241109047855,-0.7661770390789215
15.061583755415485,-0.6172073499856197,0.2885471119548564,-0.3286602380307633
4.763598130208934,-1.1370534000561747,0.3038414897214135,-0.8332119103347613
