pair cog distance kmc [A], x2, pair nad distance [A], x3, Vc (QP) [eV], d-m corr [eV], total Vc [eV]
3.904197769318584,3.904197769318584,2.155040138837324,2.155040138837324,-1.1360398499873554,0.3045396026355649,-0.8315002473517905
17.361402549970265,17.361402549970265,6.996923752621579,6.996923752621579,-0.5952581499659573,0.2838169182115359,-0.3114412317544214
4.371895882161718,4.371895882161718,1.9742028771126763,1.9742028771126763,-1.1952485000638262,0.3041739840857093,-0.8910745159781169
4.553883782553887,4.553883782553887,2.2006867110063646,2.2006867110063646,-1.0587363500362699,0.30402176089619215,-0.7547145891400777
3.4440540707125598,3.4440540707125598,2.620249224787604,2.620249224787604,-1.042493050052144,0.30486583092256403,-0.7376272191295801
6.5734642303175015,6.5734642303175015,2.3642182640357072,2.3642182640357072,-1.0251138000603532,0.30201523283719683,-0.7230985672231565
4.558959255011646,4.558959255011646,2.843469183937117,2.843469183937117,-1.0753105500116362,0.3040174594696695,-0.7712930905419667
26.236640163220933,26.236640163220933,13.66230035535744,13.66230035535744,-0.44507759995212837,0.262894104944545,-0.18218349500758335
10.373767437866995,10.373767437866995,5.008203470307492,5.008203470307492,-0.7607923000232404,0.29685252467567114,-0.46393977534756925
7.201346988102476,7.201346988102476,2.0837684612259517,2.0837684612259517,-0.9954692500032252,0.301278724552705,-0.6941905254505202
5.296437261327829,5.296437261327829,2.528511617533119,2.528511617533119,-1.0461335000854888,0.3033512574052646,-0.7427822426802242
6.203377946466178,6.203377946466178,3.1245983741914722,3.1245983741914722,-0.8754659999794967,0.3024255056482487,-0.5730404943312479
4.616081890707381,4.616081890707381,2.4136557335295374,2.4136557335295374,-1.0924860499726492,0.3039688086887102,-0.788517241283939
4.229105256122916,4.229105256122916,1.9278366113340568,1.9278366113340568,-1.2200000000520959,0.30428925044444155,-0.9157107496076543
7.126714153586103,7.126714153586103,2.187668622072368,2.187668622072368,-0.903423100058717,0.3013690420872137,-0.6020540579715032
12.243214930930122,12.243214930930122,5.868184216603977,5.868184216603977,-0.6990297499905864,0.2937592709685106,-0.4052704790220758
5.913306259181571,5.913306259181571,2.399906248168869,2.399906248168869,-1.0863752500245027,0.30273420817794094,-0.7836410418465618
7.754208312925838,7.754208312925838,2.2095404499578533,2.2095404499578533,-0.8612799999646086,0.3005903809126918,-0.5606896190519168
4.74038355198918,4.74038355198918,2.351742758041369,2.351742758041369,-1.0724780000236933,0.3038611262422981,-0.7686168737813952
11.378525737774835,11.378525737774835,2.5798941838765397,2.5798941838765397,-0.7698916500103223,0.29522932425563114,-0.4746623257546912
10.571321678973135,10.571321678973135,5.726936441065154,5.726936441065154,-0.733778399959192,0.2965388586877976,-0.4372395412713944
9.010258173876027,9.010258173876027,2.8709576799388734,2.8709576799388734,-0.8598107000707387,0.298943173719974,-0.5608675263507648
5.381891451882095,5.381891451882095,2.7388220095508378,2.7388220095508378,-1.028255649973289,0.30326867767762666,-0.7249869722956624
7.662015643056791,7.662015643056791,2.0397002230720034,2.0397002230720034,-0.8566663999699813,0.30076269490546714,-0.5559037050645141
8.107689424021261,8.107689424021261,2.1365944865603304,2.1365944865603304,-0.8990644500026974,0.3001718599751632,-0.5988925900275341
21.95440474298873,21.95440474298873,9.595988172147777,9.595988172147777,-0.538391549978769,0.2734782242394159,-0.2649133257393531
8.880091324002947,8.880091324002947,2.2219381179501947,2.2219381179501947,-0.8630433999769593,0.2991272686873211,-0.5639161312896382
4.895653971928824,4.895653971928824,2.090463584949516,2.090463584949516,-1.069901149983707,0.3037235487870886,-0.7661776011966184
15.061583755415485,15.061583755415485,6.333954294119905,6.333954294119905,-0.6172073499856197,0.2885251578637154,-0.32868219212190425
4.763598130208934,4.763598130208934,2.0781265601497907,2.0781265601497907,-1.1370534000561747,0.3038407533167551,-0.8332126467394196
