pair distance kmc [A],coulomb binding energy [eV]
2.266162633895874,-0.2757168114185333
1.3655492067337036,-0.354704886674881
2.2617456912994385,-0.2757168114185333
2.4234778881073,-0.2757168114185333
2.0683462619781494,-0.2233639657497406
1.8072700500488281,-0.32510825991630554
2.3620383739471436,-0.2757168114185333
2.0037381649017334,-0.2233639657497406
1.5352206230163574,-0.28940173983573914
1.8615522384643555,-0.3209973871707916
1.7420692443847656,-0.36709532141685486
1.2253954410552979,-0.4103983938694
1.5465571880340576,-0.2884201407432556
1.2207199335098267,-0.4080345332622528
1.8412655591964722,-0.23364116251468658
0.9164723753929138,-0.485387921333313
1.367192029953003,-0.354704886674881
1.1907806396484375,-0.43955275416374207
1.7183762788772583,-0.36709532141685486
0.8284456133842468,-0.48879560828208923
1.8880060911178589,-0.2233639657497406
0.744240939617157,-0.5063568353652954
1.5070937871932983,-0.28940173983573914
1.8197358846664429,-0.32510825991630554
0.7294625639915466,-0.5457080006599426
1.9027228355407715,-0.32408055663108826
1.612413763999939,-0.3672723174095154
1.6481413841247559,-0.38355639576911926
1.8027805089950562,-0.32510825991630554
1.7735244035720825,-0.32510825991630554
1.814597249031067,-0.32510825991630554
0.7653924822807312,-0.581868588924408
1.2171093225479126,-0.372576504945755
2.57437801361084,-0.2757168114185333
0.6652481555938721,-0.5258046388626099
2.4867117404937744,-0.2757168114185333
1.1044272184371948,-0.489937424659729
0.6215832829475403,-0.5440000891685486
1.3807294368743896,-0.354704886674881
0.3365570306777954,-0.5301690101623535
0.7994502782821655,-0.4865487217903137
1.2914083003997803,-0.3552211821079254
1.2891130447387695,-0.3562537431716919
2.0514883995056152,-0.2233639657497406
1.3475172519683838,-0.354704886674881
1.0804967880249023,-0.4452332556247711
1.862418293952942,-0.22644712030887604
1.8232029676437378,-0.32510825991630554
1.3576483726501465,-0.354704886674881
1.7048825025558472,-0.36709532141685486
2.329700231552124,-0.2757168114185333
1.270538568496704,-0.3572863042354584
1.9176853895187378,-0.31894195079803467
0.5102207660675049,-0.5980045795440674
1.1265376806259155,-0.3639090061187744
1.8050893545150757,-0.32510825991630554
1.1821128129959106,-0.37100061774253845
1.9207366704940796,-0.2233639657497406
1.2812702655792236,-0.3588351309299469
1.938362717628479,-0.2285025715827942
1.799738883972168,-0.32510825991630554
1.849744200706482,-0.3230528235435486
0.3365570306777954,-0.6008608341217041
1.2934579849243164,-0.354704886674881
1.5631651878356934,-0.38167357444763184
1.5270549058914185,-0.3806919455528259
1.6310263872146606,-0.38355639576911926
0.8506265878677368,-0.49104249477386475
1.7542496919631958,-0.32510825991630554
1.564918875694275,-0.3846184015274048
2.1791279315948486,-0.2757168114185333
0.6215774416923523,-0.5326279401779175
1.3346748352050781,-0.3572863042354584
1.0477157831192017,-0.49664106965065
2.1013667583465576,-0.2757168114185333
1.3814935684204102,-0.354704886674881
1.4712432622909546,-0.29136496782302856
1.5311105251312256,-0.3846184015274048
2.55135440826416,-0.2757168114185333
1.04756760597229,-0.4911133646965027
1.4783079624176025,-0.3787287175655365
1.6225336790084839,-0.3830254077911377
1.9260435104370117,-0.3220251202583313
1.778432846069336,-0.32510825991630554
1.5505582094192505,-0.3797103464603424
1.913174033164978,-0.2326134443283081
1.05035400390625,-0.4872439503669739
2.208909273147583,-0.2757168114185333
2.3750312328338623,-0.2757168114185333
1.6685082912445068,-0.36709532141685486
2.224281072616577,-0.2757168114185333
1.6717644929885864,-0.36709532141685486
2.1573851108551025,-0.2757168114185333
1.3651230335235596,-0.354704886674881
0.6997050642967224,-0.5297548174858093
2.301023244857788,-0.2757168114185333
1.8243204355239868,-0.32510825991630554
1.4412763118743896,-0.3846184015274048
1.4354546070098877,-0.29136496782302856
1.5763041973114014,-0.29038336873054504
1.0301178693771362,-0.4452332556247711
1.6083199977874756,-0.3846184015274048
1.3579686880111694,-0.354704886674881
1.9267958402633667,-0.32510825991630554
2.259650468826294,-0.2757168114185333
2.1550395488739014,-0.2757168114185333
2.022538423538208,-0.2233639657497406
1.1880906820297241,-0.40645861625671387
0.916471004486084,-0.4960947036743164
1.7317376136779785,-0.36709532141685486
0.7294290065765381,-0.5797414779663086
1.7066316604614258,-0.36709532141685486
2.05551815032959,-0.2233639657497406
0.5719703435897827,-0.5273515582084656
1.9407296180725098,-0.22644712030887604
1.5066074132919312,-0.28940173983573914
1.8243510723114014,-0.32510825991630554
1.602518916130066,-0.3674493134021759
2.0208566188812256,-0.2233639657497406
1.60398268699646,-0.3828484117984772
1.2904722690582275,-0.4032352864742279
1.3713996410369873,-0.354704886674881
0.8033648133277893,-0.46520334482192993
1.8721976280212402,-0.2274748533964157
0.7645039558410645,-0.5403903126716614
1.5580148696899414,-0.29038336873054504
1.487675428390503,-0.293328195810318
2.103550910949707,-0.2757168114185333
1.350198745727539,-0.354704886674881
0.7294263243675232,-0.48827654123306274
1.5564239025115967,-0.29038336873054504
1.5437989234924316,-0.28940173983573914
1.7988380193710327,-0.32510825991630554
1.836187720298767,-0.22541940212249756
1.5656837224960327,-0.2884201407432556
2.5163722038269043,-0.2757168114185333
1.7048530578613281,-0.36709532141685486
1.959397315979004,-0.31894195079803467
1.915151596069336,-0.23055800795555115
2.0006778240203857,-0.2233639657497406
2.440798044204712,-0.2757168114185333
0.9749179482460022,-0.5656887888908386
1.4949012994766235,-0.38363680243492126
1.8481101989746094,-0.2326134443283081
0.8781580924987793,-0.5025187730789185
1.9172124862670898,-0.22541940212249756
1.3319101333618164,-0.35831886529922485
1.4708045721054077,-0.38265517354011536
1.5477205514907837,-0.28940173983573914
1.8380244970321655,-0.3230528235435486
1.7533178329467773,-0.32510825991630554
2.423449754714966,-0.2757168114185333
2.0339763164520264,-0.2233639657497406
2.4146883487701416,-0.2757168114185333
1.3444069623947144,-0.354704886674881
1.4844045639038086,-0.29136496782302856
1.9676504135131836,-0.22541940212249756
1.6602369546890259,-0.3685113191604614
1.8444302082061768,-0.3230528235435486
0.7526028156280518,-0.49572136998176575
1.6462969779968262,-0.3837333917617798
2.045063018798828,-0.2233639657497406
2.267530918121338,-0.2757168114185333
2.2585856914520264,-0.2757168114185333
1.2934579849243164,-0.4058167040348053
1.5549521446228027,-0.29921790957450867
2.57857608795166,-0.2687569558620453
1.8072704076766968,-0.32510825991630554
2.2455196380615234,-0.2757168114185333
1.403631567955017,-0.354704886674881
1.5066097974777222,-0.37578386068344116
1.5437722206115723,-0.2884201407432556
1.731762409210205,-0.36709532141685486
1.6024959087371826,-0.3676263093948364
1.3502063751220703,-0.354704886674881
3.275865316390991,-0.14289160072803497
0.9164723753929138,-0.5678301453590393
1.902694582939148,-0.32408055663108826
1.7214012145996094,-0.36709532141685486
1.9675334692001343,-0.3230528235435486
0.8033657073974609,-0.5269926190376282
1.4876770973205566,-0.2952914237976074
1.2904248237609863,-0.4042678475379944
2.6101207733154297,-0.2749435007572174
2.0273711681365967,-0.2233639657497406
2.628683567047119,-0.2733968496322632
2.0555508136749268,-0.2233639657497406
1.8361542224884033,-0.3220251202583313
2.0630388259887695,-0.2233639657497406
2.5351510047912598,-0.2757168114185333
0.7294626832008362,-0.5148652195930481
2.79679274559021,-0.1958913952112198
1.371390461921692,-0.354704886674881
2.1225485801696777,-0.2757168114185333
2.433048963546753,-0.2757168114185333
0.5719858407974243,-0.59479820728302
2.106687545776367,-0.2757168114185333
2.3416833877563477,-0.2757168114185333
0.7644335031509399,-0.5403903126716614
1.6040689945220947,-0.36709532141685486
1.1880162954330444,-0.40961042046546936
1.9407663345336914,-0.31996968388557434
1.558079719543457,-0.38265517354011536
1.5564152002334595,-0.28940173983573914
2.3657400608062744,-0.2757168114185333
2.103520154953003,-0.2757168114185333
2.2121896743774414,-0.2757168114185333
1.0840288400650024,-0.48945504426956177
1.752600908279419,-0.32510825991630554
1.2812978029251099,-0.40530043840408325
1.711090087890625,-0.36709532141685486
2.1175484657287598,-0.2757168114185333
1.61855149269104,-0.3681573271751404
1.8128741979599,-0.32510825991630554
1.773602843284607,-0.32510825991630554
1.9228260517120361,-0.32408055663108826
1.7475882768630981,-0.32510825991630554
1.113466501235962,-0.49664106965065
0.7523903250694275,-0.5542163848876953
2.4696154594421387,-0.2757168114185333
0.6145224571228027,-0.5314907431602478
2.1641597747802734,-0.2757168114185333
2.7764813899993896,-0.19654478132724762
1.2421735525131226,-0.3639090061187744
1.8145402669906616,-0.32510825991630554
1.1798821687698364,-0.4419166147708893
0.7120768427848816,-0.5180558562278748
1.80278742313385,-0.32510825991630554
1.7877753973007202,-0.32510825991630554
1.2613781690597534,-0.40271902084350586
0.936610221862793,-0.48431724309921265
1.6830519437789917,-0.36709532141685486
1.8517711162567139,-0.23055800795555115
1.965874433517456,-0.3168865144252777
2.2748100757598877,-0.2757168114185333
1.6417796611785889,-0.36780330538749695
1.2048629522323608,-0.39857906103134155
2.384854316711426,-0.2757168114185333
2.065120220184326,-0.2233639657497406
2.415346622467041,-0.2757168114185333
2.2737772464752197,-0.2757168114185333
1.7298468351364136,-0.36709532141685486
2.4535768032073975,-0.2757168114185333
1.8113828897476196,-0.32510825991630554
2.355480194091797,-0.2757168114185333
1.4724136590957642,-0.38265517354011536
2.384477376937866,-0.2757168114185333
2.278156042098999,-0.2757168114185333
0.7137041091918945,-0.5457080006599426
